   520 			 x 					  y						 z 					area 
   384 2.500000e+00 -6.500000e+00 0.000000e+00 1.000000e+00
   385 2.500000e+00 -5.500000e+00 0.000000e+00 1.000000e+00
   386 2.500000e+00 -4.500000e+00 0.000000e+00 1.000000e+00
   387 2.500000e+00 -3.500000e+00 0.000000e+00 1.000000e+00
   388 2.500000e+00 -2.500000e+00 0.000000e+00 1.000000e+00
   389 2.500000e+00 -1.500000e+00 0.000000e+00 1.000000e+00
   390 2.500000e+00 -5.000000e-01 0.000000e+00 1.000000e+00
   391 2.500000e+00 5.000000e-01 0.000000e+00 1.000000e+00
   392 2.500000e+00 1.500000e+00 0.000000e+00 1.000000e+00
   393 2.500000e+00 2.500000e+00 0.000000e+00 1.000000e+00
   394 2.500000e+00 3.500000e+00 0.000000e+00 1.000000e+00
   395 2.500000e+00 4.500000e+00 0.000000e+00 1.000000e+00
   396 2.500000e+00 5.500000e+00 0.000000e+00 1.000000e+00
   397 2.500000e+00 6.500000e+00 0.000000e+00 1.000000e+00
   398 2.500000e+00 7.500000e+00 0.000000e+00 1.000000e+00
   399 2.500000e+00 8.500000e+00 0.000000e+00 1.000000e+00
   400 2.500000e+00 9.500000e+00 0.000000e+00 1.000000e+00
   401 2.500000e+00 1.050000e+01 0.000000e+00 1.000000e+00
   402 2.500000e+00 1.150000e+01 0.000000e+00 1.000000e+00
   403 2.500000e+00 1.250000e+01 0.000000e+00 1.000000e+00
   404 2.500000e+00 1.350000e+01 0.000000e+00 1.000000e+00
   405 2.500000e+00 1.450000e+01 0.000000e+00 1.000000e+00
   406 2.500000e+00 1.550000e+01 0.000000e+00 1.000000e+00
   407 2.500000e+00 1.650000e+01 0.000000e+00 1.000000e+00
   408 2.500000e+00 1.750000e+01 0.000000e+00 1.000000e+00
   409 2.500000e+00 1.850000e+01 0.000000e+00 1.000000e+00
   410 2.500000e+00 1.950000e+01 0.000000e+00 1.000000e+00
   411 2.500000e+00 2.050000e+01 0.000000e+00 1.000000e+00
   412 2.500000e+00 2.150000e+01 0.000000e+00 1.000000e+00
   413 2.500000e+00 2.250000e+01 0.000000e+00 1.000000e+00
   414 2.500000e+00 2.350000e+01 0.000000e+00 1.000000e+00
   415 2.500000e+00 2.450000e+01 0.000000e+00 1.000000e+00
   416 2.500000e+00 2.550000e+01 0.000000e+00 1.000000e+00
   417 3.500000e+00 -2.550000e+01 0.000000e+00 1.000000e+00
   418 3.500000e+00 -2.450000e+01 0.000000e+00 1.000000e+00
   419 3.500000e+00 -2.350000e+01 0.000000e+00 1.000000e+00
   420 3.500000e+00 -2.250000e+01 0.000000e+00 1.000000e+00
   421 3.500000e+00 -2.150000e+01 0.000000e+00 1.000000e+00
   422 3.500000e+00 -2.050000e+01 0.000000e+00 1.000000e+00
   423 3.500000e+00 -1.950000e+01 0.000000e+00 1.000000e+00
   424 3.500000e+00 -1.850000e+01 0.000000e+00 1.000000e+00
   425 3.500000e+00 -1.750000e+01 0.000000e+00 1.000000e+00
   426 3.500000e+00 -1.650000e+01 0.000000e+00 1.000000e+00
   427 3.500000e+00 -1.550000e+01 0.000000e+00 1.000000e+00
   428 3.500000e+00 -1.450000e+01 0.000000e+00 1.000000e+00
   429 3.500000e+00 -1.350000e+01 0.000000e+00 1.000000e+00
   430 3.500000e+00 -1.250000e+01 0.000000e+00 1.000000e+00
   431 3.500000e+00 -1.150000e+01 0.000000e+00 1.000000e+00
   432 3.500000e+00 -1.050000e+01 0.000000e+00 1.000000e+00
   433 3.500000e+00 -9.500000e+00 0.000000e+00 1.000000e+00
   434 3.500000e+00 -8.500000e+00 0.000000e+00 1.000000e+00
   435 3.500000e+00 -7.500000e+00 0.000000e+00 1.000000e+00
   436 3.500000e+00 -6.500000e+00 0.000000e+00 1.000000e+00
   437 3.500000e+00 -5.500000e+00 0.000000e+00 1.000000e+00
   438 3.500000e+00 -4.500000e+00 0.000000e+00 1.000000e+00
   439 3.500000e+00 -3.500000e+00 0.000000e+00 1.000000e+00
   440 3.500000e+00 -2.500000e+00 0.000000e+00 1.000000e+00
   441 3.500000e+00 -1.500000e+00 0.000000e+00 1.000000e+00
   442 3.500000e+00 -5.000000e-01 0.000000e+00 1.000000e+00
   443 3.500000e+00 5.000000e-01 0.000000e+00 1.000000e+00
   444 3.500000e+00 1.500000e+00 0.000000e+00 1.000000e+00
   445 3.500000e+00 2.500000e+00 0.000000e+00 1.000000e+00
   446 3.500000e+00 3.500000e+00 0.000000e+00 1.000000e+00
   447 3.500000e+00 4.500000e+00 0.000000e+00 1.000000e+00
   448 3.500000e+00 5.500000e+00 0.000000e+00 1.000000e+00
   449 3.500000e+00 6.500000e+00 0.000000e+00 1.000000e+00
   450 3.500000e+00 7.500000e+00 0.000000e+00 1.000000e+00
   451 3.500000e+00 8.500000e+00 0.000000e+00 1.000000e+00
   452 3.500000e+00 9.500000e+00 0.000000e+00 1.000000e+00
   453 3.500000e+00 1.050000e+01 0.000000e+00 1.000000e+00
   454 3.500000e+00 1.150000e+01 0.000000e+00 1.000000e+00
   455 3.500000e+00 1.250000e+01 0.000000e+00 1.000000e+00
   456 3.500000e+00 1.350000e+01 0.000000e+00 1.000000e+00
   457 3.500000e+00 1.450000e+01 0.000000e+00 1.000000e+00
   458 3.500000e+00 1.550000e+01 0.000000e+00 1.000000e+00
   459 3.500000e+00 1.650000e+01 0.000000e+00 1.000000e+00
   460 3.500000e+00 1.750000e+01 0.000000e+00 1.000000e+00
   461 3.500000e+00 1.850000e+01 0.000000e+00 1.000000e+00
   462 3.500000e+00 1.950000e+01 0.000000e+00 1.000000e+00
   463 3.500000e+00 2.050000e+01 0.000000e+00 1.000000e+00
   464 3.500000e+00 2.150000e+01 0.000000e+00 1.000000e+00
   465 3.500000e+00 2.250000e+01 0.000000e+00 1.000000e+00
   466 3.500000e+00 2.350000e+01 0.000000e+00 1.000000e+00
   467 3.500000e+00 2.450000e+01 0.000000e+00 1.000000e+00
   468 3.500000e+00 2.550000e+01 0.000000e+00 1.000000e+00
   469 4.500000e+00 -2.550000e+01 0.000000e+00 1.000000e+00
   470 4.500000e+00 -2.450000e+01 0.000000e+00 1.000000e+00
   471 4.500000e+00 -2.350000e+01 0.000000e+00 1.000000e+00
   472 4.500000e+00 -2.250000e+01 0.000000e+00 1.000000e+00
   473 4.500000e+00 -2.150000e+01 0.000000e+00 1.000000e+00
   474 4.500000e+00 -2.050000e+01 0.000000e+00 1.000000e+00
   475 4.500000e+00 -1.950000e+01 0.000000e+00 1.000000e+00
   476 4.500000e+00 -1.850000e+01 0.000000e+00 1.000000e+00
   477 4.500000e+00 -1.750000e+01 0.000000e+00 1.000000e+00
   478 4.500000e+00 -1.650000e+01 0.000000e+00 1.000000e+00
   479 4.500000e+00 -1.550000e+01 0.000000e+00 1.000000e+00
   480 4.500000e+00 -1.450000e+01 0.000000e+00 1.000000e+00
   481 4.500000e+00 -1.350000e+01 0.000000e+00 1.000000e+00
   482 4.500000e+00 -1.250000e+01 0.000000e+00 1.000000e+00
   483 4.500000e+00 -1.150000e+01 0.000000e+00 1.000000e+00
   484 4.500000e+00 -1.050000e+01 0.000000e+00 1.000000e+00
   485 4.500000e+00 -9.500000e+00 0.000000e+00 1.000000e+00
   486 4.500000e+00 -8.500000e+00 0.000000e+00 1.000000e+00
   487 4.500000e+00 -7.500000e+00 0.000000e+00 1.000000e+00
   488 4.500000e+00 -6.500000e+00 0.000000e+00 1.000000e+00
   489 4.500000e+00 -5.500000e+00 0.000000e+00 1.000000e+00
   490 4.500000e+00 -4.500000e+00 0.000000e+00 1.000000e+00
   491 4.500000e+00 -3.500000e+00 0.000000e+00 1.000000e+00
   492 4.500000e+00 -2.500000e+00 0.000000e+00 1.000000e+00
   493 4.500000e+00 -1.500000e+00 0.000000e+00 1.000000e+00
   494 4.500000e+00 -5.000000e-01 0.000000e+00 1.000000e+00
   495 4.500000e+00 5.000000e-01 0.000000e+00 1.000000e+00
   496 4.500000e+00 1.500000e+00 0.000000e+00 1.000000e+00
   497 4.500000e+00 2.500000e+00 0.000000e+00 1.000000e+00
   498 4.500000e+00 3.500000e+00 0.000000e+00 1.000000e+00
   499 4.500000e+00 4.500000e+00 0.000000e+00 1.000000e+00
   500 4.500000e+00 5.500000e+00 0.000000e+00 1.000000e+00
   501 4.500000e+00 6.500000e+00 0.000000e+00 1.000000e+00
   502 4.500000e+00 7.500000e+00 0.000000e+00 1.000000e+00
   503 4.500000e+00 8.500000e+00 0.000000e+00 1.000000e+00
   504 4.500000e+00 9.500000e+00 0.000000e+00 1.000000e+00
   505 4.500000e+00 1.050000e+01 0.000000e+00 1.000000e+00
   506 4.500000e+00 1.150000e+01 0.000000e+00 1.000000e+00
   507 4.500000e+00 1.250000e+01 0.000000e+00 1.000000e+00
   508 4.500000e+00 1.350000e+01 0.000000e+00 1.000000e+00
   509 4.500000e+00 1.450000e+01 0.000000e+00 1.000000e+00
   510 4.500000e+00 1.550000e+01 0.000000e+00 1.000000e+00
   511 4.500000e+00 1.650000e+01 0.000000e+00 1.000000e+00
   512 4.500000e+00 1.750000e+01 0.000000e+00 1.000000e+00
   513 4.500000e+00 1.850000e+01 0.000000e+00 1.000000e+00
   514 4.500000e+00 1.950000e+01 0.000000e+00 1.000000e+00
   515 4.500000e+00 2.050000e+01 0.000000e+00 1.000000e+00
   516 4.500000e+00 2.150000e+01 0.000000e+00 1.000000e+00
   517 4.500000e+00 2.250000e+01 0.000000e+00 1.000000e+00
   518 4.500000e+00 2.350000e+01 0.000000e+00 1.000000e+00
   519 4.500000e+00 2.450000e+01 0.000000e+00 1.000000e+00
   520 4.500000e+00 2.550000e+01 0.000000e+00 1.000000e+00
